deal_id,created_date,closed_date,sales_rep_id,industry,region,product_type,lead_source,deal_stage,deal_amount,sales_cycle_days,outcome,risk_score,risk_category
D00224,2024-02-13,2024-03-22,rep_24,Ecommerce,APAC,Pro,Inbound,Demo,12390,38,Lost,52.7,Medium
D00225,2023-02-16,2023-02-23,rep_3,HealthTech,India,Pro,Referral,Demo,5643,7,Lost,48.3,Medium
D00226,2023-02-22,2023-03-04,rep_13,FinTech,APAC,Pro,Referral,Proposal,98240,10,Won,43.4,Medium
D00227,2024-02-03,2024-02-20,rep_22,Ecommerce,Europe,Core,Partner,Demo,94967,17,Lost,50.4,Medium
D00228,2023-06-04,2023-07-15,rep_10,Ecommerce,North America,Pro,Partner,Negotiation,10739,41,Lost,55.8,Medium
D00229,2023-05-07,2023-08-14,rep_5,EdTech,North America,Pro,Partner,Qualified,18103,99,Lost,58.3,Medium
D00230,2024-03-06,2024-05-31,rep_5,EdTech,APAC,Enterprise,Outbound,Closed,15212,86,Won,50.5,Medium
D00231,2023-09-03,2023-10-20,rep_19,HealthTech,APAC,Pro,Partner,Negotiation,58200,47,Won,49.3,Medium
D00232,2024-02-23,2024-06-09,rep_6,SaaS,North America,Enterprise,Referral,Closed,46188,107,Won,52.0,Medium
D00233,2023-12-29,2024-01-31,rep_5,EdTech,Europe,Pro,Outbound,Negotiation,19351,33,Won,48.7,Medium
D00234,2024-01-02,2024-03-03,rep_13,SaaS,India,Enterprise,Inbound,Closed,15357,61,Lost,47.6,Medium
D00235,2024-02-09,2024-04-02,rep_22,EdTech,Europe,Enterprise,Inbound,Demo,6398,53,Lost,55.6,Medium
D00236,2023-10-16,2024-01-13,rep_4,EdTech,Europe,Enterprise,Outbound,Qualified,5273,89,Lost,51.9,Medium
D00237,2023-08-17,2023-10-10,rep_1,Ecommerce,North America,Pro,Referral,Proposal,7566,54,Won,51.5,Medium
D00238,2023-02-13,2023-03-06,rep_15,HealthTech,India,Pro,Referral,Proposal,10321,21,Lost,49.6,Medium
D00239,2023-02-19,2023-04-23,rep_23,FinTech,North America,Pro,Inbound,Qualified,13225,63,Lost,51.4,Medium
D00240,2023-12-13,2024-03-31,rep_11,SaaS,India,Pro,Outbound,Demo,42865,109,Won,52.7,Medium
D00241,2024-02-13,2024-04-11,rep_24,SaaS,Europe,Pro,Referral,Qualified,18493,58,Lost,52.1,Medium
D00242,2023-07-19,2023-07-26,rep_18,HealthTech,APAC,Pro,Outbound,Qualified,28200,7,Lost,54.6,Medium
D00243,2023-08-23,2023-09-13,rep_20,Ecommerce,North America,Pro,Partner,Negotiation,61078,21,Won,48.7,Medium
D00244,2024-03-08,2024-05-12,rep_3,HealthTech,APAC,Core,Outbound,Closed,58986,65,Lost,44.2,Medium
D00245,2023-06-06,2023-06-27,rep_20,HealthTech,India,Pro,Outbound,Negotiation,10316,21,Won,46.4,Medium
D00246,2023-09-07,2023-12-04,rep_10,HealthTech,Europe,Pro,Referral,Negotiation,7285,88,Lost,53.3,Medium
D00247,2023-11-14,2023-11-27,rep_18,SaaS,India,Pro,Referral,Negotiation,2078,13,Lost,49.2,Medium
D00248,2023-08-01,2023-11-06,rep_25,HealthTech,APAC,Core,Partner,Qualified,30835,97,Lost,55.5,Medium
D00249,2023-04-26,2023-07-10,rep_4,SaaS,North America,Pro,Partner,Closed,84921,75,Won,49.1,Medium
D00250,2023-10-05,2024-01-25,rep_4,HealthTech,APAC,Core,Referral,Negotiation,7889,112,Lost,50.9,Medium
D00251,2023-05-15,2023-07-05,rep_24,SaaS,APAC,Enterprise,Referral,Demo,2712,51,Lost,52.0,Medium
D00252,2023-03-26,2023-06-19,rep_18,EdTech,Europe,Pro,Partner,Proposal,27780,85,Won,59.1,Medium
D00253,2023-05-29,2023-08-17,rep_2,EdTech,Europe,Enterprise,Outbound,Negotiation,6214,80,Won,49.2,Medium
D00254,2023-05-08,2023-06-02,rep_19,EdTech,India,Pro,Referral,Demo,19079,25,Lost,49.5,Medium
D00255,2023-02-08,2023-05-07,rep_23,EdTech,India,Pro,Partner,Proposal,87582,88,Lost,52.2,Medium
D00256,2023-10-25,2023-11-01,rep_3,SaaS,India,Core,Referral,Proposal,80089,7,Lost,41.1,Medium
D00257,2024-02-27,2024-04-01,rep_5,SaaS,India,Pro,Inbound,Closed,64270,34,Lost,43.2,Medium
D00258,2023-01-24,2023-02-12,rep_15,FinTech,India,Core,Outbound,Negotiation,5764,19,Lost,44.3,Medium
D00259,2023-11-29,2024-01-13,rep_12,HealthTech,North America,Pro,Partner,Qualified,9529,45,Won,53.2,Medium
D00260,2024-01-07,2024-04-12,rep_1,HealthTech,India,Core,Outbound,Qualified,31953,96,Lost,50.8,Medium
D00261,2023-10-31,2023-12-05,rep_4,Ecommerce,Europe,Pro,Inbound,Proposal,21056,35,Lost,48.2,Medium
D00262,2023-04-28,2023-06-23,rep_5,Ecommerce,Europe,Enterprise,Outbound,Proposal,9690,56,Won,49.5,Medium
D00263,2023-02-05,2023-04-20,rep_24,HealthTech,Europe,Pro,Referral,Proposal,18649,74,Lost,52.1,Medium
D00264,2024-03-16,2024-04-19,rep_12,Ecommerce,APAC,Core,Outbound,Negotiation,36142,34,Won,44.2,Medium
D00265,2023-05-22,2023-08-19,rep_10,FinTech,APAC,Core,Outbound,Closed,98644,89,Won,45.2,Medium
D00266,2024-01-18,2024-03-15,rep_8,Ecommerce,North America,Enterprise,Inbound,Qualified,11921,57,Won,49.1,Medium
D00267,2023-07-04,2023-08-20,rep_25,Ecommerce,North America,Core,Inbound,Demo,67895,47,Won,47.2,Medium
D00268,2023-01-08,2023-02-17,rep_25,Ecommerce,India,Enterprise,Referral,Closed,14520,40,Won,46.8,Medium
D00269,2023-02-12,2023-05-11,rep_3,SaaS,Europe,Core,Partner,Proposal,7046,88,Lost,51.1,Medium
D00270,2023-07-20,2023-10-10,rep_24,HealthTech,North America,Core,Inbound,Negotiation,19158,82,Lost,49.9,Medium
D00271,2023-08-11,2023-09-01,rep_4,FinTech,Europe,Enterprise,Inbound,Demo,60539,21,Lost,45.5,Medium
D00272,2023-03-25,2023-06-03,rep_5,EdTech,North America,Core,Partner,Proposal,6284,70,Lost,53.5,Medium
D00273,2024-02-18,2024-04-19,rep_16,Ecommerce,APAC,Core,Referral,Qualified,95582,61,Won,43.3,Medium
D00274,2024-03-15,2024-06-02,rep_8,SaaS,North America,Core,Inbound,Qualified,33487,79,Won,48.4,Medium
D00275,2023-05-06,2023-05-18,rep_23,Ecommerce,Europe,Pro,Outbound,Closed,5137,12,Lost,46.5,Medium
D00276,2023-08-02,2023-11-09,rep_22,FinTech,Europe,Core,Inbound,Closed,2638,99,Won,48.9,Medium
D00277,2023-07-25,2023-08-09,rep_15,FinTech,APAC,Core,Partner,Closed,4312,15,Lost,47.1,Medium
D00278,2023-10-16,2024-01-31,rep_16,HealthTech,Europe,Core,Inbound,Closed,11974,107,Won,46.4,Medium
D00279,2023-07-29,2023-08-08,rep_25,Ecommerce,APAC,Core,Outbound,Qualified,18419,10,Won,48.9,Medium
D00280,2023-09-29,2023-11-05,rep_8,SaaS,India,Enterprise,Partner,Qualified,2490,37,Won,48.8,Medium
D00281,2023-08-23,2023-12-03,rep_3,SaaS,North America,Pro,Outbound,Negotiation,37499,102,Won,50.6,Medium
D00282,2023-05-02,2023-06-15,rep_9,HealthTech,North America,Core,Outbound,Negotiation,14438,44,Won,49.4,Medium
D00283,2024-02-04,2024-05-19,rep_11,Ecommerce,North America,Enterprise,Partner,Negotiation,9731,105,Lost,54.4,Medium
D00284,2024-01-30,2024-03-03,rep_22,EdTech,North America,Core,Partner,Demo,5795,33,Lost,58.9,Medium
D00285,2023-03-17,2023-04-04,rep_9,HealthTech,North America,Pro,Referral,Proposal,4914,18,Lost,50.5,Medium
D00286,2023-10-12,2024-01-22,rep_1,FinTech,Europe,Core,Outbound,Qualified,2775,102,Lost,48.7,Medium
D00287,2024-02-26,2024-04-24,rep_9,FinTech,North America,Core,Outbound,Closed,31015,58,Won,46.8,Medium
D00288,2023-11-27,2024-01-29,rep_2,HealthTech,India,Enterprise,Referral,Negotiation,2753,63,Lost,46.9,Medium
D00289,2023-09-12,2023-09-22,rep_9,EdTech,India,Core,Inbound,Demo,5495,10,Won,48.2,Medium
D00290,2023-11-11,2024-02-05,rep_16,FinTech,North America,Pro,Referral,Closed,12835,86,Lost,47.9,Medium
D00291,2023-03-12,2023-05-11,rep_23,EdTech,India,Enterprise,Referral,Negotiation,6307,60,Won,49.4,Medium
D00292,2023-06-26,2023-09-13,rep_20,HealthTech,North America,Pro,Inbound,Proposal,5181,79,Lost,50.2,Medium
D00293,2024-02-19,2024-04-26,rep_22,HealthTech,APAC,Enterprise,Inbound,Demo,6784,67,Lost,57.1,Medium
D00294,2024-01-27,2024-03-02,rep_19,EdTech,APAC,Enterprise,Inbound,Demo,5181,35,Lost,49.0,Medium
D00295,2023-12-27,2024-04-01,rep_16,SaaS,APAC,Core,Referral,Demo,38625,96,Won,51.6,Medium
D00296,2023-01-20,2023-02-07,rep_1,EdTech,Europe,Core,Partner,Negotiation,22612,18,Won,49.3,Medium
D00297,2024-01-03,2024-02-01,rep_23,HealthTech,North America,Enterprise,Partner,Closed,4650,29,Lost,51.1,Medium
D00298,2023-02-07,2023-04-02,rep_10,EdTech,Europe,Core,Referral,Proposal,7424,54,Lost,51.4,Medium
D00299,2024-02-10,2024-05-08,rep_23,SaaS,APAC,Core,Outbound,Closed,42833,88,Lost,48.9,Medium
D00300,2023-07-13,2023-08-28,rep_23,SaaS,India,Enterprise,Inbound,Qualified,43292,46,Lost,48.5,Medium
D00301,2023-04-04,2023-06-27,rep_5,EdTech,North America,Core,Partner,Negotiation,7008,84,Won,53.2,Medium
D00302,2023-06-13,2023-07-11,rep_9,HealthTech,Europe,Enterprise,Inbound,Qualified,19615,28,Lost,49.4,Medium
D00303,2023-06-29,2023-08-07,rep_24,Ecommerce,Europe,Pro,Referral,Negotiation,8020,39,Lost,48.9,Medium
D00304,2023-07-13,2023-09-02,rep_6,Ecommerce,North America,Core,Partner,Demo,95766,51,Lost,51.0,Medium
D00305,2023-01-11,2023-02-27,rep_6,FinTech,North America,Pro,Referral,Negotiation,2857,47,Won,49.7,Medium
D00306,2023-12-27,2024-01-06,rep_2,FinTech,APAC,Core,Outbound,Demo,10703,10,Won,47.8,Medium
D00307,2023-07-29,2023-11-02,rep_10,HealthTech,North America,Core,Referral,Proposal,54768,96,Lost,52.4,Medium
D00308,2023-10-20,2024-01-05,rep_3,EdTech,India,Core,Inbound,Negotiation,3258,77,Lost,45.0,Medium
D00309,2023-01-14,2023-02-16,rep_13,Ecommerce,India,Enterprise,Partner,Proposal,4390,33,Won,51.9,Medium
D00310,2023-02-16,2023-05-16,rep_15,FinTech,APAC,Pro,Referral,Demo,14078,89,Lost,54.4,Medium
D00311,2023-05-15,2023-06-19,rep_3,EdTech,India,Enterprise,Outbound,Qualified,39808,35,Lost,47.7,Medium
D00312,2023-10-11,2023-10-25,rep_19,HealthTech,India,Pro,Inbound,Negotiation,90190,14,Lost,39.9,Medium
D00313,2023-07-22,2023-11-15,rep_5,FinTech,India,Core,Outbound,Closed,87740,116,Lost,42.8,Medium
D00314,2023-04-19,2023-08-07,rep_7,HealthTech,APAC,Pro,Inbound,Negotiation,30271,110,Won,55.2,Medium
D00315,2023-02-14,2023-04-11,rep_1,SaaS,India,Core,Referral,Negotiation,56202,56,Lost,45.3,Medium
D00316,2023-03-18,2023-04-12,rep_10,SaaS,APAC,Pro,Partner,Qualified,33845,25,Lost,56.4,Medium
D00317,2023-07-16,2023-10-14,rep_13,HealthTech,India,Core,Referral,Proposal,6988,90,Lost,50.9,Medium
D00318,2024-03-26,2024-05-14,rep_11,EdTech,APAC,Pro,Referral,Qualified,15785,49,Lost,52.2,Medium
D00319,2024-03-15,2024-06-19,rep_25,EdTech,APAC,Enterprise,Referral,Negotiation,59384,96,Lost,49.9,Medium
D00320,2023-11-06,2024-02-03,rep_25,SaaS,APAC,Core,Outbound,Negotiation,73368,89,Won,47.2,Medium
D00321,2023-02-03,2023-03-21,rep_6,HealthTech,Europe,Core,Outbound,Qualified,88719,46,Lost,46.6,Medium
D00322,2023-01-17,2023-03-23,rep_15,SaaS,India,Enterprise,Inbound,Proposal,19544,65,Won,49.5,Medium
D00323,2023-12-15,2023-12-25,rep_19,SaaS,APAC,Pro,Outbound,Negotiation,6004,10,Won,45.8,Medium
D00324,2024-03-04,2024-04-13,rep_2,HealthTech,Europe,Core,Outbound,Negotiation,7643,40,Lost,46.2,Medium
D00325,2023-12-13,2024-01-15,rep_16,HealthTech,Europe,Enterprise,Inbound,Qualified,22628,33,Won,47.3,Medium
D00326,2023-04-25,2023-06-03,rep_12,Ecommerce,APAC,Core,Referral,Negotiation,19677,39,Lost,45.3,Medium
D00327,2023-06-04,2023-09-05,rep_17,EdTech,APAC,Pro,Inbound,Qualified,7108,93,Lost,54.4,Medium
D00328,2023-09-04,2023-09-19,rep_21,EdTech,Europe,Core,Outbound,Proposal,18495,15,Won,42.7,Medium
D00329,2023-01-30,2023-05-20,rep_24,FinTech,India,Pro,Partner,Demo,61888,110,Lost,53.9,Medium
D00330,2023-08-03,2023-09-30,rep_24,HealthTech,India,Enterprise,Partner,Proposal,2289,58,Won,51.7,Medium
D00331,2023-09-17,2023-11-01,rep_16,HealthTech,APAC,Enterprise,Outbound,Qualified,17146,45,Lost,50.3,Medium
D00332,2023-12-15,2024-02-02,rep_14,EdTech,APAC,Pro,Partner,Proposal,49272,49,Lost,55.1,Medium
D00333,2023-08-26,2023-12-19,rep_3,Ecommerce,Europe,Enterprise,Inbound,Closed,96490,115,Won,42.3,Medium
D00334,2024-03-20,2024-06-22,rep_7,EdTech,India,Enterprise,Referral,Demo,4444,94,Won,56.3,Medium
D00335,2023-03-15,2023-05-01,rep_11,FinTech,North America,Pro,Partner,Demo,9324,47,Lost,54.0,Medium
D00336,2023-04-18,2023-07-31,rep_20,Ecommerce,India,Pro,Referral,Demo,6720,104,Lost,52.8,Medium
D00337,2023-09-02,2023-10-28,rep_25,SaaS,Europe,Core,Inbound,Proposal,6372,56,Won,47.2,Medium
D00338,2023-11-17,2024-02-25,rep_13,SaaS,APAC,Core,Inbound,Qualified,7681,100,Won,52.7,Medium
D00339,2024-02-26,2024-03-09,rep_11,Ecommerce,Europe,Pro,Referral,Closed,88195,12,Won,41.1,Medium
D00340,2023-07-03,2023-10-14,rep_7,FinTech,Europe,Core,Partner,Demo,5304,103,Won,56.9,Medium
D00341,2023-12-31,2024-03-30,rep_2,SaaS,North America,Enterprise,Inbound,Closed,53526,90,Lost,46.8,Medium
D00342,2023-12-01,2024-03-24,rep_4,SaaS,APAC,Pro,Outbound,Negotiation,9897,114,Won,52.7,Medium
D00343,2023-04-16,2023-07-20,rep_22,SaaS,APAC,Enterprise,Outbound,Qualified,75164,95,Lost,54.6,Medium
D00344,2023-08-03,2023-11-24,rep_4,Ecommerce,Europe,Enterprise,Outbound,Qualified,19776,113,Lost,53.2,Medium
D00345,2024-02-03,2024-03-14,rep_2,SaaS,India,Core,Referral,Demo,13864,40,Lost,49.2,Medium
D00346,2023-06-19,2023-07-26,rep_5,FinTech,North America,Enterprise,Inbound,Negotiation,34474,37,Won,46.0,Medium
D00347,2023-05-12,2023-08-09,rep_6,FinTech,APAC,Pro,Partner,Qualified,4425,89,Won,57.0,Medium
D00348,2023-08-07,2023-11-16,rep_11,EdTech,India,Enterprise,Partner,Demo,38139,101,Won,55.4,Medium
D00349,2024-03-25,2024-07-03,rep_15,EdTech,India,Enterprise,Referral,Negotiation,10996,100,Won,51.6,Medium
D00350,2024-02-14,2024-04-14,rep_6,FinTech,India,Enterprise,Referral,Qualified,37368,60,Lost,50.9,Medium
D00351,2024-02-15,2024-05-04,rep_1,HealthTech,India,Pro,Inbound,Closed,18015,79,Lost,48.3,Medium
D00352,2023-07-30,2023-10-01,rep_25,SaaS,Europe,Enterprise,Partner,Closed,4143,63,Won,50.0,Medium
D00353,2023-09-23,2023-12-05,rep_16,EdTech,India,Core,Inbound,Demo,76734,73,Lost,46.1,Medium
D00354,2023-01-06,2023-04-05,rep_25,Ecommerce,APAC,Core,Partner,Qualified,6141,89,Lost,55.0,Medium
D00355,2023-05-23,2023-06-05,rep_3,Ecommerce,India,Enterprise,Referral,Demo,18540,13,Lost,48.3,Medium
D00356,2023-02-15,2023-06-11,rep_4,Ecommerce,India,Core,Inbound,Qualified,85191,116,Lost,45.4,Medium
D00357,2024-02-27,2024-03-16,rep_7,Ecommerce,APAC,Pro,Inbound,Closed,59924,18,Lost,47.9,Medium
D00358,2024-02-23,2024-03-29,rep_23,Ecommerce,North America,Core,Outbound,Proposal,17177,35,Lost,49.8,Medium
D00359,2023-01-02,2023-02-21,rep_23,FinTech,North America,Core,Referral,Proposal,91786,50,Won,44.5,Medium
D00360,2023-03-13,2023-07-03,rep_7,HealthTech,North America,Pro,Outbound,Closed,14704,112,Lost,55.8,Medium
D00361,2023-08-23,2023-12-13,rep_21,SaaS,North America,Pro,Referral,Qualified,13536,112,Lost,50.7,Medium
D00362,2023-12-04,2024-02-24,rep_18,Ecommerce,India,Enterprise,Outbound,Qualified,20568,82,Lost,55.8,Medium
D00363,2023-12-21,2024-03-11,rep_20,EdTech,India,Pro,Outbound,Closed,70778,81,Won,45.8,Medium
D00364,2023-05-21,2023-07-17,rep_20,SaaS,APAC,Enterprise,Partner,Negotiation,4409,57,Lost,50.7,Medium
D00365,2023-12-31,2024-04-10,rep_23,EdTech,APAC,Enterprise,Outbound,Closed,7182,101,Lost,51.8,Medium
D00366,2023-12-30,2024-03-29,rep_23,FinTech,APAC,Enterprise,Referral,Proposal,91105,90,Lost,47.4,Medium
D00367,2023-10-26,2024-01-14,rep_1,SaaS,North America,Core,Referral,Negotiation,14839,80,Lost,50.0,Medium
D00368,2023-03-16,2023-03-29,rep_5,FinTech,APAC,Core,Inbound,Proposal,12374,13,Lost,45.1,Medium
D00369,2023-07-03,2023-10-22,rep_13,HealthTech,APAC,Enterprise,Inbound,Closed,7047,111,Lost,51.3,Medium
D00370,2023-07-15,2023-09-09,rep_24,EdTech,Europe,Enterprise,Referral,Qualified,7612,56,Won,51.6,Medium
D00371,2024-02-29,2024-04-04,rep_24,SaaS,Europe,Enterprise,Outbound,Closed,68200,35,Lost,43.9,Medium
D00372,2023-05-31,2023-08-03,rep_4,Ecommerce,North America,Pro,Partner,Closed,7592,64,Won,52.5,Medium
D00373,2023-10-12,2023-11-21,rep_23,HealthTech,North America,Core,Partner,Negotiation,12178,40,Won,52.3,Medium
D00374,2023-11-02,2023-11-15,rep_18,EdTech,North America,Enterprise,Partner,Closed,18086,13,Lost,54.7,Medium
D00375,2023-09-27,2023-11-01,rep_18,SaaS,India,Core,Partner,Negotiation,6264,35,Lost,52.8,Medium
D00376,2023-04-24,2023-08-22,rep_25,SaaS,India,Enterprise,Inbound,Demo,13424,120,Won,53.5,Medium
D00377,2023-02-28,2023-05-31,rep_13,FinTech,India,Pro,Partner,Proposal,3968,92,Won,53.3,Medium
D00378,2023-01-13,2023-03-27,rep_2,EdTech,Europe,Pro,Inbound,Negotiation,16426,73,Lost,49.2,Medium
D00379,2023-02-19,2023-03-19,rep_7,HealthTech,India,Core,Outbound,Qualified,20960,28,Lost,51.6,Medium
D00380,2023-10-03,2024-01-24,rep_1,Ecommerce,APAC,Core,Inbound,Demo,29452,113,Lost,52.9,Medium
D00381,2023-02-07,2023-02-20,rep_9,Ecommerce,India,Pro,Referral,Demo,29232,13,Won,50.9,Medium
D00382,2023-08-10,2023-09-26,rep_3,SaaS,North America,Enterprise,Inbound,Closed,7515,47,Won,45.7,Medium
D00383,2023-07-03,2023-09-12,rep_25,Ecommerce,India,Pro,Inbound,Proposal,7618,71,Won,49.7,Medium
D00384,2023-08-31,2023-09-27,rep_10,EdTech,North America,Enterprise,Outbound,Demo,14406,27,Lost,55.4,Medium
D00385,2023-03-05,2023-03-17,rep_10,HealthTech,APAC,Core,Referral,Qualified,90405,12,Won,46.5,Medium
D00386,2023-11-27,2024-03-21,rep_7,FinTech,Europe,Enterprise,Inbound,Proposal,48939,115,Lost,51.8,Medium
D00387,2024-03-11,2024-06-22,rep_22,FinTech,APAC,Core,Outbound,Proposal,6496,103,Lost,54.6,Medium
D00388,2024-01-07,2024-03-28,rep_4,EdTech,North America,Core,Partner,Demo,36805,81,Lost,56.0,Medium
D00389,2023-09-06,2023-11-09,rep_19,EdTech,APAC,Pro,Outbound,Closed,7401,64,Won,47.9,Medium
D00390,2023-01-03,2023-02-19,rep_5,EdTech,India,Pro,Referral,Proposal,19668,47,Won,50.1,Medium
D00391,2023-07-03,2023-10-17,rep_3,EdTech,Europe,Enterprise,Outbound,Closed,43038,106,Won,47.6,Medium
D00392,2023-05-15,2023-08-23,rep_21,FinTech,India,Enterprise,Outbound,Closed,2626,100,Lost,41.5,Medium
D00393,2023-01-19,2023-04-06,rep_8,SaaS,APAC,Core,Referral,Negotiation,15734,77,Won,47.4,Medium
D00394,2023-09-14,2023-11-25,rep_20,HealthTech,Europe,Pro,Outbound,Demo,21388,72,Won,52.3,Medium
D00395,2023-04-02,2023-06-20,rep_8,Ecommerce,Europe,Core,Partner,Qualified,10395,79,Lost,51.3,Medium
D00396,2023-07-09,2023-08-14,rep_15,FinTech,North America,Enterprise,Partner,Negotiation,16485,36,Won,51.6,Medium
D00397,2023-02-22,2023-05-30,rep_19,HealthTech,India,Enterprise,Referral,Closed,54513,97,Lost,44.6,Medium
D00398,2023-07-07,2023-09-27,rep_17,Ecommerce,APAC,Pro,Referral,Demo,16465,82,Lost,55.8,Medium
D00399,2024-02-10,2024-04-18,rep_8,FinTech,APAC,Core,Outbound,Demo,16222,68,Lost,48.8,Medium
D00400,2023-04-06,2023-05-03,rep_24,FinTech,India,Enterprise,Referral,Proposal,9938,27,Won,47.1,Medium
D00401,2023-09-03,2023-10-06,rep_5,SaaS,Europe,Core,Inbound,Qualified,7302,33,Lost,47.0,Medium
D00402,2023-10-21,2023-11-15,rep_19,FinTech,APAC,Core,Outbound,Closed,10949,25,Won,42.5,Medium
D00403,2023-08-18,2023-11-10,rep_5,SaaS,Europe,Enterprise,Partner,Closed,10794,84,Lost,51.4,Medium
D00404,2023-03-27,2023-07-04,rep_13,Ecommerce,Europe,Core,Inbound,Demo,5714,99,Lost,52.3,Medium
D00405,2023-04-14,2023-06-26,rep_4,HealthTech,India,Enterprise,Inbound,Closed,6131,73,Lost,46.5,Medium
D00406,2024-03-25,2024-07-10,rep_20,SaaS,North America,Enterprise,Referral,Demo,83208,107,Lost,49.8,Medium
D00407,2023-09-25,2023-11-24,rep_16,Ecommerce,APAC,Enterprise,Inbound,Demo,19430,60,Won,51.0,Medium
D00408,2023-08-06,2023-08-30,rep_14,EdTech,Europe,Core,Inbound,Closed,57128,24,Won,44.0,Medium
D00409,2023-10-23,2024-01-04,rep_14,EdTech,North America,Core,Referral,Proposal,46924,73,Won,51.5,Medium
D00410,2023-11-30,2024-02-19,rep_9,Ecommerce,Europe,Pro,Referral,Closed,14939,81,Won,50.1,Medium
D00411,2023-04-02,2023-05-26,rep_25,Ecommerce,Europe,Enterprise,Inbound,Proposal,60193,54,Lost,46.4,Medium
D00412,2024-01-18,2024-02-23,rep_13,EdTech,North America,Core,Referral,Closed,7728,36,Won,48.5,Medium
D00413,2023-11-22,2023-11-29,rep_3,EdTech,Europe,Pro,Inbound,Qualified,15727,7,Lost,47.5,Medium
D00414,2023-11-08,2023-11-19,rep_2,HealthTech,India,Pro,Inbound,Closed,18059,11,Lost,44.7,Medium
D00415,2023-04-14,2023-08-07,rep_17,SaaS,Europe,Enterprise,Outbound,Closed,6244,115,Lost,50.4,Medium
D00416,2023-12-12,2023-12-23,rep_25,Ecommerce,APAC,Enterprise,Referral,Proposal,7365,11,Won,48.8,Medium
D00417,2023-07-27,2023-10-17,rep_10,SaaS,APAC,Pro,Partner,Closed,2125,82,Won,54.4,Medium
D00418,2023-04-26,2023-07-19,rep_6,Ecommerce,North America,Enterprise,Inbound,Proposal,5725,84,Lost,53.3,Medium
D00419,2023-09-15,2023-10-29,rep_9,Ecommerce,India,Enterprise,Referral,Closed,53776,44,Won,45.6,Medium
D00420,2024-01-30,2024-03-08,rep_16,FinTech,APAC,Core,Referral,Qualified,80387,38,Lost,43.6,Medium
D00421,2023-11-21,2024-03-07,rep_12,SaaS,North America,Enterprise,Partner,Negotiation,19488,107,Lost,52.8,Medium
D00422,2023-05-08,2023-06-20,rep_16,EdTech,APAC,Core,Partner,Demo,29965,43,Won,53.3,Medium
D00423,2023-04-04,2023-07-15,rep_9,HealthTech,Europe,Core,Outbound,Demo,3557,102,Lost,52.7,Medium
D00424,2024-03-04,2024-05-29,rep_20,FinTech,North America,Pro,Partner,Negotiation,30287,86,Won,51.7,Medium
D00425,2023-11-14,2023-12-31,rep_9,Ecommerce,Europe,Enterprise,Outbound,Closed,6706,47,Lost,47.6,Medium
D00426,2023-01-28,2023-04-12,rep_13,HealthTech,India,Core,Referral,Proposal,24268,74,Lost,50.3,Medium
D00427,2023-06-11,2023-09-14,rep_11,EdTech,APAC,Core,Partner,Qualified,69732,95,Won,52.5,Medium
D00428,2023-05-02,2023-06-12,rep_14,HealthTech,India,Enterprise,Partner,Negotiation,7022,41,Lost,51.9,Medium
D00429,2023-07-06,2023-10-30,rep_22,HealthTech,North America,Enterprise,Partner,Closed,5692,116,Won,59.0,Medium
D00430,2024-02-16,2024-03-24,rep_16,FinTech,Europe,Pro,Referral,Demo,39116,37,Lost,47.7,Medium
D00431,2023-03-10,2023-07-03,rep_9,SaaS,North America,Pro,Inbound,Proposal,19805,115,Lost,54.2,Medium
D00432,2023-12-20,2024-01-16,rep_9,EdTech,APAC,Enterprise,Partner,Proposal,15807,27,Won,54.0,Medium
D00433,2023-06-26,2023-07-05,rep_19,SaaS,Europe,Pro,Partner,Closed,4876,9,Won,46.2,Medium
D00434,2023-06-16,2023-09-17,rep_15,HealthTech,Europe,Enterprise,Partner,Proposal,69947,93,Lost,51.4,Medium
D00435,2023-08-04,2023-10-30,rep_8,EdTech,APAC,Enterprise,Partner,Proposal,5315,87,Lost,53.0,Medium
D00436,2023-12-30,2024-02-09,rep_17,Ecommerce,India,Core,Outbound,Closed,12444,41,Lost,46.2,Medium
D00437,2024-03-13,2024-03-22,rep_7,HealthTech,India,Core,Inbound,Qualified,52983,9,Won,47.7,Medium
D00438,2023-02-02,2023-06-01,rep_4,EdTech,Europe,Core,Referral,Qualified,72037,119,Lost,49.8,Medium
D00439,2023-06-08,2023-07-14,rep_6,FinTech,North America,Enterprise,Partner,Closed,4327,36,Won,51.1,Medium
D00440,2024-03-16,2024-05-03,rep_5,SaaS,Europe,Enterprise,Referral,Negotiation,55705,48,Lost,45.7,Medium
D00441,2023-11-20,2024-03-01,rep_10,EdTech,India,Enterprise,Outbound,Closed,88610,102,Lost,47.8,Medium
D00442,2024-02-17,2024-03-06,rep_1,FinTech,Europe,Pro,Partner,Proposal,4996,18,Won,49.3,Medium
D00443,2023-08-29,2023-11-12,rep_10,SaaS,Europe,Core,Partner,Negotiation,6029,75,Won,53.4,Medium
D00444,2023-04-07,2023-06-05,rep_13,HealthTech,APAC,Core,Referral,Negotiation,5580,59,Lost,49.7,Medium
